Question Number,Question Title,Answer Option,Is Correct
"609","Po wykonaniu się przedstawionego fragmentu kodu języka C/C++ zmiennej o nazwie zmienna2 zostanie","D. przypisana liczba w kodzie binarnym odpowiadająca wartości przechowywanej w zmienna1.",false
"610","W języku PHP float reprezentuje typ","A. logiczny.",false
"610","W języku PHP float reprezentuje typ","B. całkowity.",false
"610","W języku PHP float reprezentuje typ","C. łańcuchowy.",false
"610","W języku PHP float reprezentuje typ","D. zmiennoprzecinkowy.",true
"611","Którym słowem kluczowym, w języku z rodziny C należy posłużyć się, aby przypisać alternatywną nazwę dla istniejącego typu danych?","A. enum",false
"611","Którym słowem kluczowym, w języku z rodziny C należy posłużyć się, aby przypisać alternatywną nazwę dla istniejącego typu danych?","B. union",false
"611","Którym słowem kluczowym, w języku z rodziny C należy posłużyć się, aby przypisać alternatywną nazwę dla istniejącego typu danych?","C. switch",false
"611","Którym słowem kluczowym, w języku z rodziny C należy posłużyć się, aby przypisać alternatywną nazwę dla istniejącego typu danych?","D. typedef",true
"612","Instrukcja for może być zastąpiona instrukcją","A. case",false
"612","Instrukcja for może być zastąpiona instrukcją","B. while",true
"612","Instrukcja for może być zastąpiona instrukcją","C. switch",false
"612","Instrukcja for może być zastąpiona instrukcją","D. continue",false
"613","Przedstawiony kod źródłowy, zapisany w języku C++, ma za zadanie dla wprowadzanych dowolnych całkowitych liczb różnych od zera wypisać","A. liczby pierwsze",false
"613","Przedstawiony kod źródłowy, zapisany w języku C++, ma za zadanie dla wprowadzanych dowolnych całkowitych liczb różnych od zera wypisać","B. wszystkie liczby",false
"613","Przedstawiony kod źródłowy, zapisany w języku C++, ma za zadanie dla wprowadzanych dowolnych całkowitych liczb różnych od zera wypisać","C. tylko liczby parzyste",true
"613","Przedstawiony kod źródłowy, zapisany w języku C++, ma za zadanie dla wprowadzanych dowolnych całkowitych liczb różnych od zera wypisać","D. tylko liczby nieparzyste",false
"614","DOM dostarcza metod i własności, które w języku JavaScript pozwalają na","A. manipulowanie zadeklarowanymi w kodzie łańcuchami",false
"614","DOM dostarcza metod i własności, które w języku JavaScript pozwalają na","B. wysyłanie danych formularza bezpośrednio do bazy danych",false
"614","DOM dostarcza metod i własności, które w języku JavaScript pozwalają na","C. wykonywanie operacji na zmiennych przechowujących liczby",false
"614","DOM dostarcza metod i własności, które w języku JavaScript pozwalają na","D. pobieranie i modyfikowanie elementów strony wyświetlonej przez przeglądarkę",true
"615","Testy dotyczące skalowalności oprogramowania mają za zadanie sprawdzić, czy aplikacja","A. ma odpowiednią funkcjonalność.",false
"615","Testy dotyczące skalowalności oprogramowania mają za zadanie sprawdzić, czy aplikacja","B. jest odpowiednio udokumentowana.",false
"615","Testy dotyczące skalowalności oprogramowania mają za zadanie sprawdzić, czy aplikacja","C. potrafi działać przy zakładanym i większym obciążeniu.",true
"615","Testy dotyczące skalowalności oprogramowania mają za zadanie sprawdzić, czy aplikacja","D. jest zabezpieczona przed niedozwolonymi operacjami, np. dzielenie przez zero.",false
"616","Który z komentarzy opisuje zadanie zdefiniowanej w języku PHP funkcji?","A. /*Funkcja zwraca wartość wyższą z dwóch podanych, gdy są równe zwraca wartość -1 */",true
"616","Który z komentarzy opisuje zadanie zdefiniowanej w języku PHP funkcji?","B. /* Funkcja zwraca wartość niższą z dwóch podanych, gdy są równe zwraca wartość -1 */",false
"616","Który z komentarzy opisuje zadanie zdefiniowanej w języku PHP funkcji?","C. /* Funkcja zwraca wartość wyższą z dwóch podanych, gdy są równe zwraca wartość $a */",false
"616","Który z komentarzy opisuje zadanie zdefiniowanej w języku PHP funkcji?","D. /*Funkcja zwraca wartość niższą z dwóch podanych, gdy są równe zwraca wartość $a */",false
"617","W relacyjnych bazach danych, jeżeli dwie tabele są połączone za pomocą ich kluczy głównych, mamy do czynienia z relacją","A. 1..1",true
"617","W relacyjnych bazach danych, jeżeli dwie tabele są połączone za pomocą ich kluczy głównych, mamy do czynienia z relacją","B. 1..n",false
"617","W relacyjnych bazach danych, jeżeli dwie tabele są połączone za pomocą ich kluczy głównych, mamy do czynienia z relacją","C. n..1",false
"617","W relacyjnych bazach danych, jeżeli dwie tabele są połączone za pomocą ich kluczy głównych, mamy do czynienia z relacją","D. n..n",false
"618","Normalizacja tabel jest procesem, który ma na celu","A. dodanie rekordów do bazy.",false
"618","Normalizacja tabel jest procesem, który ma na celu","B. przedstawienie graficzne bazy.",false
"618","Normalizacja tabel jest procesem, który ma na celu","C. jedynie utworzenie tabel i relacji w bazie.",false
"618","Normalizacja tabel jest procesem, który ma na celu","D. sprawdzenie i optymalizację bazy danych.",true
"619","Wbudowanym w pakiet XAMPP narzędziem służącym do zarządzania bazą danych jest","A. MySQL Workbench",false
"619","Wbudowanym w pakiet XAMPP narzędziem służącym do zarządzania bazą danych jest","B. phpMyAdmin",true
"619","Wbudowanym w pakiet XAMPP narzędziem służącym do zarządzania bazą danych jest","C. pgAdmin",false
"619","Wbudowanym w pakiet XAMPP narzędziem służącym do zarządzania bazą danych jest","D. SQLite",false
"620","Wskaż zapytanie, w którym dane zostały posortowane.","A. SELECT DISTINCT produkt, cena FROM artykuly;",false
"620","Wskaż zapytanie, w którym dane zostały posortowane.","B. SELECT AVG(ocena) FROM uczniowie WHERE klasa = 2;",false
"620","Wskaż zapytanie, w którym dane zostały posortowane.","C. SELECT nazwisko FROM firma WHERE pensja > 2000 LIMIT 10;",false
"620","Wskaż zapytanie, w którym dane zostały posortowane.","D. SELECT imie, nazwisko FROM mieszkancy WHERE wiek > 18 ORDER BY wiek;",true
"621","Funkcją agregującą zwracającą liczbę rekordów jest","A. SUM",false
"621","Funkcją agregującą zwracającą liczbę rekordów jest","B. AVG",false
"621","Funkcją agregującą zwracającą liczbę rekordów jest","C. COUNT",true
"621","Funkcją agregującą zwracającą liczbę rekordów jest","D. NUMBER",false
"622","Dana jest tabela zwierzeta z polami nazwa, gatunek, gromada, cechy, dlugosc_zycia. Dla dowolnego zestawu danych, aby wyświetlić nazwy tych zwierząt, które żyją przynajmniej 20 lat oraz są ssakami, należy wydać zapytanie:","A. SELECT nazwa FROM zwierzeta WHERE gromada = ‘ssak‘;",false
"622","Dana jest tabela zwierzeta z polami nazwa, gatunek, gromada, cechy, dlugosc_zycia. Dla dowolnego zestawu danych, aby wyświetlić nazwy tych zwierząt, które żyją przynajmniej 20 lat oraz są ssakami, należy wydać zapytanie:","B. SELECT nazwa FROM zwierzeta WHERE dlugosc_zycia >=20;",false
"622","Dana jest tabela zwierzeta z polami nazwa, gatunek, gromada, cechy, dlugosc_zycia. Dla dowolnego zestawu danych, aby wyświetlić nazwy tych zwierząt, które żyją przynajmniej 20 lat oraz są ssakami, należy wydać zapytanie:","C. SELECT nazwa FROM zwierzeta WHERE dlugosc_zycia >=20 AND gromada = ‘ssak‘;",true
"622","Dana jest tabela zwierzeta z polami nazwa, gatunek, gromada, cechy, dlugosc_zycia. Dla dowolnego zestawu danych, aby wyświetlić nazwy tych zwierząt, które żyją przynajmniej 20 lat oraz są ssakami, należy wydać zapytanie:","D. SELECT nazwa FROM zwierzeta WHERE dlugosc_zycia >=20 OR gromada = ‘ssak‘;",false
"623","W tabeli personel znajdują się pola: imie, nazwisko, pensja, staz. Aby otrzymać średnią pensję pracowników, dla których staż wynosi od 10 do 20 lat pracy włącznie, należy wykonać kwerendę:","A. SELECT COUNT (pensja) FROM personel WHERE staz >= 10 AND staz <= 20;",false
"623","W tabeli personel znajdują się pola: imie, nazwisko, pensja, staz. Aby otrzymać średnią pensję pracowników, dla których staż wynosi od 10 do 20 lat pracy włącznie, należy wykonać kwerendę:","B. SELECT AVG(pensja) FROM personel WHERE staz >= 10 AND staz <= 20;",true
"623","W tabeli personel znajdują się pola: imie, nazwisko, pensja, staz. Aby otrzymać średnią pensję pracowników, dla których staż wynosi od 10 do 20 lat pracy włącznie, należy wykonać kwerendę:","C. SELECT COUNT(*) FROM personel WHERE staz >= 10 AND staz <= 20;",false
"623","W tabeli personel znajdują się pola: imie, nazwisko, pensja, staz. Aby otrzymać średnią pensję pracowników, dla których staż wynosi od 10 do 20 lat pracy włącznie, należy wykonać kwerendę:","D. SELECT AVG (*) FROM personel WHERE staz >= 10 AND staz <= 20;",false
"624","Zapytanie z klauzulą JOIN stosuje się, aby","A. wywołać funkcję agregującą.",false
"624","Zapytanie z klauzulą JOIN stosuje się, aby","B. zdefiniować klucz obcy dla tabeli.",false
"624","Zapytanie z klauzulą JOIN stosuje się, aby","C. otrzymać wynik jedynie z jednej tabeli.",false
"624","Zapytanie z klauzulą JOIN stosuje się, aby","D. uzyskać wyniki z dwóch tabel pozostających ze sobą w relacji.",true
"625","Aby usunąć tabelę należy zastosować kwerendę","A. DELETE",false
"625","Aby usunąć tabelę należy zastosować kwerendę","B. UNIQUE",false
"625","Aby usunąć tabelę należy zastosować kwerendę","C. DROP TABLE",true
"625","Aby usunąć tabelę należy zastosować kwerendę","D. TRUNCATE TABLE",false
"626","Za pomocą przedstawionego zapytania w tabeli zostanie","A. zmieniona nazwa kolumny z nazwa1 na nazwa2.",false
"626","Za pomocą przedstawionego zapytania w tabeli zostanie","B. zmieniona wartość kolumny nazwa2 na DOUBLE.",false
"626","Za pomocą przedstawionego zapytania w tabeli zostanie","C. dodana kolumna nazwa2 typu zmiennoprzecinkowego.",true
"626","Za pomocą przedstawionego zapytania w tabeli zostanie","D. dodana kolumna nazwa2 przyjmująca wartość domyślną DOUBLE.",false
"627","Które tabele zostaną sprawdzone za pomocą przedstawionego polecenia?","A. Tabele, które zmieniły się od ostatniej kontroli lub nie zostały poprawnie zamknięte.",true
"627","Które tabele zostaną sprawdzone za pomocą przedstawionego polecenia?","B. Jedynie tabele, które nie zostały poprawnie zamknięte.",false
"627","Które tabele zostaną sprawdzone za pomocą przedstawionego polecenia?","C. Tabele, które zmieniły się w aktualnej sesji.",false
"627","Które tabele zostaną sprawdzone za pomocą przedstawionego polecenia?","D. Jedynie tabele referujące do innych.",false
"628","Jakie uprawnienia będzie miał użytkownik jan po wykonaniu na bazie danych przedstawionych poleceń?","A. Będzie mógł zmienić strukturę tabeli klienci.",true
"628","Jakie uprawnienia będzie miał użytkownik jan po wykonaniu na bazie danych przedstawionych poleceń?","B. Będzie mógł usuwać rekordy z tabeli klienci.",false
"628","Jakie uprawnienia będzie miał użytkownik jan po wykonaniu na bazie danych przedstawionych poleceń?","C. Będzie mógł wyszukiwać dane w tabeli klienci.",false
"628","Jakie uprawnienia będzie miał użytkownik jan po wykonaniu na bazie danych przedstawionych poleceń?","D. Będzie mógł wstawiać rekordy do tabeli klienci.",false
"629","Witryna internetowa wysyła dane poufne za pomocą formularza do kodu PHP. Która metoda wysłania jest najbardziej bezpieczna?","A. Metoda GET, za pomocą protokołu HTTP",false
"629","Witryna internetowa wysyła dane poufne za pomocą formularza do kodu PHP. Która metoda wysłania jest najbardziej bezpieczna?","B. Metoda POST, za pomocą protokołu HTTP",false
"629","Witryna internetowa wysyła dane poufne za pomocą formularza do kodu PHP. Która metoda wysłania jest najbardziej bezpieczna?","C. Metoda GET, za pomocą protokołu HTTPS",false
"629","Witryna internetowa wysyła dane poufne za pomocą formularza do kodu PHP. Która metoda wysłania jest najbardziej bezpieczna?","D. Metoda POST, za pomocą protokołu HTTPS",true
"630","Przedstawiony fragment kodu PHP ma za zadanie umieścić dane znajdujące się w zmiennych $a, $b, $c w bazie danych, w tabeli dane. Tabela dane zawiera cztery pola, z czego pierwsze to autoinkrementowany klucz główny. Które z poleceń powinno być przypisane do zmiennej $zapytanie?","A. SELECT '$a', '$b', '$c' FROM dane;",false
"630","Przedstawiony fragment kodu PHP ma za zadanie umieścić dane znajdujące się w zmiennych $a, $b, $c w bazie danych, w tabeli dane. Tabela dane zawiera cztery pola, z czego pierwsze to autoinkrementowany klucz główny. Które z poleceń powinno być przypisane do zmiennej $zapytanie?","B. SELECT NULL, '$a', '$b', '$c' FROM dane;",false
"630","Przedstawiony fragment kodu PHP ma za zadanie umieścić dane znajdujące się w zmiennych $a, $b, $c w bazie danych, w tabeli dane. Tabela dane zawiera cztery pola, z czego pierwsze to autoinkrementowany klucz główny. Które z poleceń powinno być przypisane do zmiennej $zapytanie?","C. INSERT INTO dane VALUES ('$a', '$b', '$c');",false
"630","Przedstawiony fragment kodu PHP ma za zadanie umieścić dane znajdujące się w zmiennych $a, $b, $c w bazie danych, w tabeli dane. Tabela dane zawiera cztery pola, z czego pierwsze to autoinkrementowany klucz główny. Które z poleceń powinno być przypisane do zmiennej $zapytanie?","D. INSERT INTO dane VALUES (NULL, '$a', '$b', '$c');",true
"631","Witryna internetowa ma mieć przedstawioną strukturę bloków. Aby uzyskać ten układ, należy znacznikom sekcji przypisać właściwości w następujący sposób:","A. float tylko dla bloku 5; clear dla bloku 2",false
